Giyim Ürünü Görüntüsü,Tahmin Olasılıkları,timestamp
.gradio\flagged\Giyim Ürünü Görüntüsü\0b67e94106ce1173623c\Screenshot 2025-12-07 164435.png,"{""label"": ""T-shirt/Top"", ""confidences"": [{""label"": ""T-shirt/Top"", ""confidence"": 0.5518672466278076}, {""label"": ""Pullover"", ""confidence"": 0.2774973213672638}, {""label"": ""Bag"", ""confidence"": 0.09019859880208969}]}",2025-12-23 18:23:35.233012
